yahoo,tv,name,exchange,epsTtm,peTtm,growth5y,rule,pegLynch,pass
LPLA,NASDAQ:LPLA,LPL Financial Holdings Inc.,NASDAQ,10.97,29.6243,12.9775,pe15,2.28274,false
LPX,NYSE:LPX,Louisiana-Pacific Corporation,NYSE,2.09,93.4304,-14.2199,pe15,-6.57042,false
LRCX,NASDAQ:LRCX,Lam Research Corporation,NASDAQ,5.79,57.4214,16.3113,lynch_peg,3.52034,false
LRN,NYSE:LRN,"Stride, Inc.",NYSE,7.92,10.4104,34.791,lynch_peg,0.299225,true
LSCC,NASDAQ:LSCC,Lattice Semiconductor Corporation,NASDAQ,0.0225,495.07,-42.2406,pe15,-11.7203,false
LSTR,NASDAQ:LSTR,"Landstar System, Inc.",NASDAQ,3.31,49.1839,-7.84482,pe15,-6.2696,false
LTC,NYSE:LTC,"LTC Properties, Inc.",NYSE,2.55,14.3085,1.05201,pe15,13.6011,true
LTH,NYSE:LTH,"Life Time Group Holdings, Inc.",NYSE,1.71,23.7899,48.4155,lynch_peg,0.491369,true
LTM,NYSE:LTM,LATAM Airlines Group S.A.,NYSE,5,9.75413,-27.698,pe15,-0.35216,true
LULU,NASDAQ:LULU,Lululemon Athletica Inc.,NASDAQ,13.27,9.60081,24.0356,lynch_peg,0.399441,true
LUV,NYSE:LUV,Southwest Airlines Co.,NYSE,0.82,26.9849,-24.0732,pe15,-1.12095,false
LUXE,NYSE:LUXE,LuxExperience B.V.,NYSE,5.77,1.69201,138.995,lynch_peg,0.0121732,true
LVS,NYSE:LVS,Las Vegas Sands Corp.,NYSE,2.35,17.9186,-6.42353,pe15,-2.78952,false
LW,NYSE:LW,"Lamb Weston Holdings, Inc.",NYSE,2.09,25.2857,-0.748447,pe15,-33.7842,false
LXFR,NYSE:LXFR,Luxfer Holdings PLC,NYSE,0.29,56.9333,-16.859,pe15,-3.37702,false
LXU,NYSE:LXU,"LSB Industries, Inc.",NYSE,0.34,20.3607,-50,pe15,-0.407214,false
LYFT,NASDAQ:LYFT,"Lyft, Inc.",NASDAQ,6.92,2.47067,,,,false
LYG,NYSE:LYG,Lloyds Banking Group plc,NYSE,0.27,14.3176,40.5658,lynch_peg,0.352948,true
LYTS,NASDAQ:LYTS,LSI Industries Inc.,NASDAQ,0.82,32.3031,17.2526,lynch_peg,1.87236,false
LZ,NASDAQ:LZ,"LegalZoom.com, Inc.",NASDAQ,0.0863,60.2201,18.6503,lynch_peg,3.2289,false
LZB,NYSE:LZB,La-Z-Boy Incorporated,NYSE,2.49,16.7189,1.51202,pe15,11.0573,false
M,NYSE:M,"Macy's, Inc.",NYSE,2.37,9.63134,4.49917,pe15,2.14069,true
MA,NYSE:MA,Mastercard Incorporated,NYSE,16.55,31.045,20.9271,lynch_peg,1.48349,false
MAA,NYSE:MAA,"Mid-America Apartment Communities, Inc.",NYSE,3.79,39.114,11.4919,pe15,3.40362,false
MAIN,NYSE:MAIN,Main Street Capital Corporation,NYSE,5.52,11.875,65.0993,lynch_peg,0.182414,true
MAIR,NYSE:MAIR,Madison Air Solutions Corporation,NYSE,0.35,142.524,,,,false
MAMA,NASDAQ:MAMA,"Mama's Creations, Inc.",NASDAQ,0.14,112.581,3.13103,pe15,35.9565,false
MANH,NASDAQ:MANH,"Manhattan Associates, Inc.",NASDAQ,3.64,56.0483,21.5839,lynch_peg,2.59676,false
MAR,NASDAQ:MAR,"Marriott International, Inc.",NASDAQ,9.52,37.0896,16.3875,lynch_peg,2.26328,false
MAS,NYSE:MAS,Masco Corporation,NYSE,3.88,17.0621,5.06978,pe15,3.36545,false
MAT,NASDAQ:MAT,"Mattel, Inc.",NASDAQ,1.25,11.1,28.2689,lynch_peg,0.392657,true
MATX,NYSE:MATX,"Matson, Inc.",NYSE,14.04,14.4844,25.666,lynch_peg,0.564341,true
MAX,NYSE:MAX,"MediaAlpha, Inc.",NYSE,0.46,7.75143,-2.63699,pe15,-2.9395,true
MBC,NYSE:MBC,"MasterBrand, Inc.",NYSE,0.21,-13.3768,-28.7044,pe15,0.46602,false
MBGL,NYSE:MBGL,Mobility Global Inc,NYSE,0.47,64.4516,,,,false
MBUU,NASDAQ:MBUU,"Malibu Boats, Inc.",NASDAQ,0.76,-516.163,-23.9114,pe15,21.5865,false
MC,NYSE:MC,Moelis & Company,NYSE,3.11,22.7508,-0.318478,pe15,-71.4361,false
MCD,NYSE:MCD,McDonald's Corporation,NYSE,12,22.2447,13.5747,pe15,1.63869,false
MCHB,NASDAQ:MCHB,Mechanics Bank,NASDAQ,1.22,13.6901,28.3685,lynch_peg,0.482581,true
MCHP,NASDAQ:MCHP,Microchip Technology Incorporated,NASDAQ,0.27,108.078,-16.6208,pe15,-6.50259,false
MCK,NYSE:MCK,McKesson Corporation,NYSE,38.55,22.9819,40.6948,lynch_peg,0.564738,true
MCO,NYSE:MCO,Moody's Corporation,NYSE,13.73,30.5357,7.68927,pe15,3.97121,false
MCS,NYSE:MCS,The Marcus Corporation,NYSE,0.41,41.0685,-18.2143,pe15,-2.25474,false
MCY,NYSE:MCY,Mercury General Corporation,NYSE,9.77,6.21099,7.61212,pe15,0.815935,true
MD,NYSE:MD,"Pediatrix Medical Group, Inc.",NYSE,1.94,12.5829,-5.81167,pe15,-2.16512,true
MDA,NYSE:MDA,MDA Space Ltd,NYSE,0.64,60.0247,139.969,lynch_peg,0.428842,true
MDLN,NASDAQ:MDLN,Medline Inc.,NASDAQ,1.43,41.5756,118.327,lynch_peg,0.351362,true
MDLZ,NASDAQ:MDLZ,"Mondelez International, Inc.",NASDAQ,1.89,23.3125,-5.28865,pe15,-4.40802,false
MDT,NYSE:MDT,Medtronic plc,NYSE,3.75,24.2933,6.94963,pe15,3.49563,false
MDU,NYSE:MDU,"MDU Resources Group, Inc.",NYSE,0.93,21.6947,-13.7638,pe15,-1.57622,false
MEDP,NASDAQ:MEDP,"Medpace Holdings, Inc.",NASDAQ,15.64,33.3833,30.8966,lynch_peg,1.08048,false
MELI,NASDAQ:MELI,"MercadoLibre, Inc.",NASDAQ,39.39,50.3192,120.378,lynch_peg,0.418011,true
MEOH,NASDAQ:MEOH,Methanex Corporation,NASDAQ,1.1,49.9732,-1.02296,pe15,-48.8517,false
MET,NYSE:MET,"MetLife, Inc.",NYSE,4.8,18.6324,-3.44627,pe15,-5.40653,false
META,NASDAQ:META,"Meta Platforms, Inc.",NASDAQ,23.98,22.0318,18.5986,lynch_peg,1.18459,false
MFA,NYSE:MFA,"MFA Financial, Inc.",NYSE,1.71,6.99356,-9.96421,pe15,-0.701868,true
MFC,NYSE:MFC,Manulife Financial Corporation,NYSE,3.08,16.5472,0.934742,pe15,17.7024,false
MFG,NYSE:MFG,"Mizuho Financial Group, Inc.",NYSE,107.05,15.3734,23.5736,lynch_peg,0.652144,true
MFIC,NASDAQ:MFIC,MidCap Financial Investment Corporation,NASDAQ,0.68,-27.1111,-6.53447,pe15,4.14894,false
MGA,NYSE:MGA,Magna International Inc.,NYSE,2.99,25.5856,3.47945,pe15,7.35333,false
MGEE,NASDAQ:MGEE,"MGE Energy, Inc.",NASDAQ,3.72,20.1798,7.42712,pe15,2.71704,false
MGM,NYSE:MGM,MGM Resorts International,NYSE,0.77,26.5389,-23.6918,pe15,-1.12017,false
MGRC,NASDAQ:MGRC,McGrath RentCorp,NASDAQ,6.35,19.4945,8.51562,pe15,2.28926,false
MH,NYSE:MH,"McGraw Hill, Inc.",NYSE,0.19,26.5191,-45.2438,pe15,-0.586139,false
MHK,NYSE:MHK,"Mohawk Industries, Inc.",NYSE,5.96,18.3857,-3.81629,pe15,-4.8177,false
MHO,NYSE:MHO,"M/I Homes, Inc.",NYSE,15.07,12.6186,12.4537,pe15,1.01324,true
MICC,NYSE:MICC,The Magnum Ice Cream Company N.V.,NYSE,0.48,56.5,-16.6854,pe15,-3.38619,false
MIR,NYSE:MIR,"Mirion Technologies, Inc.",NYSE,0.13,160.96,,,,false
MITK,NASDAQ:MITK,"Mitek Systems, Inc.",NASDAQ,0.19,38.5674,0,pe15,,false
MKC,NYSE:MKC,"McCormick & Company, Incorporated",NYSE,2.94,9.05482,0.98058,pe15,9.23415,true
MKSI,NASDAQ:MKSI,MKS Inc.,NASDAQ,4.39,47.2294,-7.11659,pe15,-6.63652,false
MKTX,NASDAQ:MKTX,MarketAxess Holdings Inc.,NASDAQ,6.66,19.1531,-3.62412,pe15,-5.2849,false
MLCO,NASDAQ:MLCO,Melco Resorts & Entertainment Limited,NASDAQ,0.45,9.67496,-8.75978,pe15,-1.10448,true
MLI,NYSE:MLI,"Mueller Industries, Inc.",NYSE,3.495,17.009,41.0956,lynch_peg,0.413888,true
MLKN,NASDAQ:MLKN,"MillerKnoll, Inc.",NASDAQ,1.34,18.0421,-14.658,pe15,-1.23087,false
MLM,NYSE:MLM,"Martin Marietta Materials, Inc.",NYSE,18.85,13.3926,10.2734,pe15,1.30362,true
MMM,NYSE:MMM,3M Company,NYSE,6.04,32.4399,-8.52445,pe15,-3.80552,false
MMS,NYSE:MMS,"Maximus, Inc.",NYSE,5.56,8.14296,10.3365,pe15,0.787788,true
MMSI,NASDAQ:MMSI,"Merit Medical Systems, Inc.",NASDAQ,2.17,37.0163,67.2903,lynch_peg,0.550099,true
MMYT,NASDAQ:MMYT,MakeMyTrip Limited,NASDAQ,0.51,171.282,-48.8592,pe15,-3.50563,false
MNDY,NASDAQ:MNDY,monday.com Ltd.,NASDAQ,2.31,37.0877,,,,false
MNR,NYSE:MNR,Mach Natural Resources LP,NYSE,1.09,22.9211,-7.04593,pe15,-3.25309,false
MNRO,NASDAQ:MNRO,Monro Inc.,NASDAQ,0.0275,47.6667,-51.4548,pe15,-0.92638,false
MNSO,NYSE:MNSO,MINISO Group Holding Limited,NYSE,3.84,12.0472,16.0109,lynch_peg,0.752435,true
MNST,NASDAQ:MNST,Monster Beverage Corporation,NASDAQ,0.975,42.9633,7.95347,pe15,5.40183,false
MO,NYSE:MO,"Altria Group, Inc.",NYSE,4.11,13.846,11.3592,pe15,1.21892,true
MOD,NYSE:MOD,Modine Manufacturing Company,NYSE,2.25,77.4082,4.35065,pe15,17.7923,false
MOG-A,NYSE:MOG-A,Moog Inc.,NYSE,7.42,36.8287,92.5968,lynch_peg,0.397732,true
MOH,NYSE:MOH,"Molina Healthcare, Inc.",NYSE,8.93,1317.41,-4.78329,pe15,-275.418,false
MOMO,NASDAQ:MOMO,Hello Group Inc.,NASDAQ,4.68,8.50768,-14.2597,pe15,-0.596623,true
MORN,NASDAQ:MORN,"Morningstar, Inc.",NASDAQ,8.93,19.4348,11.3361,pe15,1.71441,false
MOS,NYSE:MOS,The Mosaic Company,NYSE,1.7,108.905,-0.691311,pe15,-157.535,false
MOV,NYSE:MOV,"Movado Group, Inc.",NYSE,1.17,25.6383,-7.35208,pe15,-3.48722,false
MPC,NYSE:MPC,Marathon Petroleum Corporation,NYSE,13.27,12.3122,22.1242,lynch_peg,0.556504,true
MPLX,NYSE:MPLX,MPLX Lp,NYSE,4.82,12.6974,29.3307,lynch_peg,0.432906,true
MPWR,NASDAQ:MPWR,"Monolithic Power Systems, Inc.",NASDAQ,12.82,84.3204,28.4235,lynch_peg,2.96658,false
MRK,NYSE:MRK,"Merck & Co., Inc.",NYSE,7.3,106.682,21.2115,lynch_peg,5.02947,false
MRP,NYSE:MRP,"Millrose Properties, Inc.",NYSE,2.44,10.5965,,,,false
MRSH,NYSE:MRSH,"Marsh & McLennan Companies, Inc.",NYSE,8.48,22.9281,16.3329,lynch_peg,1.4038,false
MRTN,NASDAQ:MRTN,"Marten Transport, Ltd.",NASDAQ,0.21,99.0335,-24.2142,pe15,-4.0899,false
MRVL,NASDAQ:MRVL,"Marvell Technology, Inc.",NASDAQ,3.1,74.7236,4.50349,pe15,16.5924,false
MRX,NASDAQ:MRX,Marex Group Limited,NASDAQ,4.13,17.1385,41.8154,lynch_peg,0.40986,true
MS,NYSE:MS,Morgan Stanley,NYSE,10.34,17.4976,9.56096,pe15,1.83011,false
MSA,NYSE:MSA,MSA Safety Incorporated,NYSE,7.11,23.4342,17.3859,lynch_peg,1.34789,false
MSCI,NYSE:MSCI,MSCI Inc.,NYSE,15.58,31.2288,16.726,lynch_peg,1.86708,false
MSFT,NASDAQ:MSFT,Microsoft Corporation,NASDAQ,18,27.6894,17.2582,lynch_peg,1.60442,false
MSGS,NYSE:MSGS,Madison Square Garden Sports Corp.,NYSE,0.32,1261.88,-5.62779,pe15,-224.222,false
MSI,NYSE:MSI,"Motorola Solutions, Inc.",NYSE,12.93,36.0919,18.3022,lynch_peg,1.972,false
MSM,NYSE:MSM,"MSC Industrial Direct Co., Inc.",NYSE,3.57,29.57,-4.65147,pe15,-6.35714,false
MT,NYSE:MT,ArcelorMittal S.A.,NYSE,4.13,31.0078,-2.88698,pe15,-10.7406,false
MTB,NYSE:MTB,M&T Bank Corporation,NYSE,17.1,13.7267,11.4607,pe15,1.19772,true
MTCH,NASDAQ:MTCH,"Match Group, Inc.",NASDAQ,2.53,12.6908,28.2211,lynch_peg,0.449692,true
MTDR,NYSE:MTDR,Matador Resources Company,NYSE,6.1,9.10034,33.8661,lynch_peg,0.268715,true
MTG,NYSE:MTG,MGIC Investment Corporation,NYSE,3.17,9.65421,19.3322,lynch_peg,0.499385,true
MTH,NYSE:MTH,Meritage Homes Corporation,NYSE,6.4,15.2521,2.6334,pe15,5.79178,false
MTN,NYSE:MTN,"Vail Resorts, Inc.",NYSE,7.54,33.9908,25.2106,lynch_peg,1.34827,false
MTRN,NYSE:MTRN,Materion Corporation,NYSE,3.61,66.4297,36.5648,lynch_peg,1.81677,false
MTW,NYSE:MTW,"The Manitowoc Company, Inc.",NYSE,0.2,37.3571,-26.8929,pe15,-1.38911,false
MTZ,NYSE:MTZ,"MasTec, Inc.",NYSE,5.12,45.8961,2.93741,pe15,15.6247,false
MU,NASDAQ:MU,"Micron Technology, Inc.",NASDAQ,7.65,21.6246,25.8836,lynch_peg,0.835457,true
MUFG,NYSE:MUFG,"Mitsubishi UFJ Financial Group, Inc.",NYSE,225.29,15.5226,30.076,lynch_peg,0.516112,true
MUR,NYSE:MUR,Murphy Oil Corporation,NYSE,0.73,17.0439,-7.29478,pe15,-2.33645,false
MUSA,NYSE:MUSA,Murphy USA Inc.,NYSE,24.38,17.1752,12.9701,pe15,1.32421,false
MUX,NYSE:MUX,McEwen Mining Inc.,NYSE,0.64,13.5861,-25.7219,pe15,-0.528192,true
MWA,NYSE:MWA,"Mueller Water Products, Inc.",NYSE,1.23,17.8706,21.7389,lynch_peg,0.822057,true
MWH,NASDAQ:MWH,"SOLV Energy, Inc. Class A Common Stock",NASDAQ,0.74,540.167,,,,false
MYE,NYSE:MYE,"Myers Industries, Inc.",NYSE,0.93,23.7122,-2.02187,pe15,-11.7279,false
MYRG,NASDAQ:MYRG,MYR Group Inc.,NASDAQ,7.57,31.6444,16.5496,lynch_peg,1.9121,false
MZTI,NASDAQ:MZTI,The Marzetti Company,NASDAQ,6.08,18.1596,4.07223,pe15,4.45938,false
NAT,NYSE:NAT,Nordic American Tankers Limited,NYSE,0.058,25.9884,-29.7915,pe15,-0.872342,false
NATL,NYSE:NATL,NCR Atleos Corporation,NYSE,2.2,17.8409,-4.29504,pe15,-4.15384,false
NBBK,NASDAQ:NBBK,"NB Bancorp, Inc. Common Stock",NASDAQ,1.34,15.2053,27.3162,lynch_peg,0.55664,true
NBHC,NYSE:NBHC,National Bank Holdings Corporation,NYSE,2.86,16.9455,-0.0697837,pe15,-242.829,false
NBIS,NASDAQ:NBIS,Nebius Group N.V.,NASDAQ,0.11,1042.5,-35.4296,pe15,-29.4245,false
NBIX,NASDAQ:NBIX,"Neurocrine Biosciences, Inc.",NASDAQ,4.81,21.4652,1.93721,pe15,11.0805,false
NBR,NYSE:NBR,Nabors Industries Ltd.,NYSE,18.75,6.32008,,,,false
NBTB,NASDAQ:NBTB,NBT Bancorp Inc.,NASDAQ,3.34,13.1378,6.92265,pe15,1.8978,true
NCLH,NYSE:NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,0.94,11.5868,-22.4753,pe15,-0.515536,true
NCNO,NASDAQ:NCNO,"nCino, Inc.",NASDAQ,0.05,157.634,,,,false
NDAQ,NASDAQ:NDAQ,"Nasdaq, Inc.",NASDAQ,3.13,27.9452,10.6156,pe15,2.63246,false
NDSN,NASDAQ:NDSN,Nordson Corporation,NASDAQ,8.56,32.9684,14.6563,pe15,2.24943,false
NE,NYSE:NE,Noble Corporation Plc,NYSE,1.36,47.6158,-7.27854,pe15,-6.54194,false
NEE,NYSE:NEE,"NextEra Energy, Inc.",NYSE,3.31,19.2573,17.3082,lynch_peg,1.11261,false
NEM,NYSE:NEM,Newmont Corporation,NYSE,6.41,14.8667,12.7361,pe15,1.16728,true
NESR,NASDAQ:NESR,National Energy Services Reunited Corp.,NASDAQ,0.52,38.8566,22.3066,lynch_peg,1.74193,false
NEWT,NASDAQ:NEWT,"NewtekOne, Inc.",NASDAQ,2.4,5.50422,8.58325,pe15,0.641275,true
NEXA,NYSE:NEXA,Nexa Resources S.A.,NYSE,1,6.96411,8.63584,pe15,0.80642,true
NEXN,NASDAQ:NEXN,Nexxen International Ltd.,NASDAQ,0.42,45.5644,67.4525,lynch_peg,0.675503,true
NFG,NYSE:NFG,National Fuel Gas Company,NYSE,5.73,11.2966,8.4085,pe15,1.34347,true
NFLX,NASDAQ:NFLX,"Netflix, Inc.",NASDAQ,2.58,24.1099,32.5732,lynch_peg,0.740176,true
NGG,NYSE:NGG,National Grid plc,NYSE,3.35,18.1136,2.16348,pe15,8.37247,false
NHI,NYSE:NHI,"National Health Investors, Inc.",NYSE,3.03,21.0634,0,pe15,,false
NI,NYSE:NI,NiSource Inc,NYSE,1.96,22.3184,14.2779,pe15,1.56315,false
NIC,NYSE:NIC,"Nicolet Bankshares, Inc.",NYSE,10.06,19.429,11.5668,pe15,1.67972,false
NICE,NASDAQ:NICE,NICE Ltd.,NASDAQ,9.82,15.2482,25.6135,lynch_peg,0.595318,true
NJR,NYSE:NJR,New Jersey Resources Corporation,NYSE,3.35,15.3501,14.2624,pe15,1.07627,false
NKE,NYSE:NKE,"NIKE, Inc.",NYSE,2.1,19.4762,-10.4174,pe15,-1.86958,false
NKLR,NASDAQ:NKLR,Terra Innovatum Global N.V. Ordinary shares,NASDAQ,9.74,1.28097,,,,false
NLY,NYSE:NLY,"Annaly Capital Management, Inc.",NYSE,2.92,5.83416,48.8925,lynch_peg,0.119326,true
NMFC,NASDAQ:NMFC,New Mountain Finance Corporation,NASDAQ,0.16,-16.0521,-23.2296,pe15,0.691018,false
NMIH,NASDAQ:NMIH,"NMI Holdings, Inc.",NASDAQ,5.01,8.83077,17.8916,lynch_peg,0.49357,true
NMR,NYSE:NMR,"Nomura Holdings, Inc.",NYSE,123.08,0.317874,19.6886,lynch_peg,0.0161451,true
NMRK,NASDAQ:NMRK,"Newmark Group, Inc.",NASDAQ,0.71,18.2992,12.7298,pe15,1.43751,false
NNN,NYSE:NNN,"NNN REIT, Inc.",NYSE,2.07,22.7623,11.1532,pe15,2.04087,false
NOC,NYSE:NOC,Northrop Grumman Corporation,NYSE,29.14,18.5222,8.83842,pe15,2.09564,false
NOG,NYSE:NOG,"Northern Oil and Gas, Inc.",NYSE,0.4,-4.8549,-32.2101,pe15,0.150726,false
NOK,NYSE:NOK,Nokia Oyj,NYSE,0.11,72.7287,80.3186,lynch_peg,0.905503,true
NOMD,NYSE:NOMD,Nomad Foods Limited,NYSE,0.91,11.3944,-3.36743,pe15,-3.38371,true
NOV,NYSE:NOV,NOV Inc.,NYSE,0.39,81.4231,-0.840376,pe15,-96.8889,false
NOVT,NASDAQ:NOVT,Novanta Inc.,NASDAQ,1.47,105.152,2.96811,pe15,35.4275,false
NOW,NYSE:NOW,"ServiceNow, Inc.",NYSE,1.69,77.1925,69.7232,lynch_peg,1.10713,false
NP,NYSE:NP,Neptune Insurance Holdings Inc.,NYSE,0.27,22.262,-49.0475,pe15,-0.453886,false
NRG,NYSE:NRG,"NRG Energy, Inc.",NYSE,4.09,32.3325,14.4806,pe15,2.23281,false
NTAP,NASDAQ:NTAP,"NetApp, Inc.",NASDAQ,6.43,31.8118,14.3413,pe15,2.2182,false
NTCT,NASDAQ:NTCT,"NetScout Systems, Inc.",NASDAQ,1.33,23.7365,38.604,lynch_peg,0.614873,true
NTES,NASDAQ:NTES,"NetEase, Inc.",NASDAQ,52.9,15.5588,23.7196,lynch_peg,0.655945,true
NTNX,NASDAQ:NTNX,"Nutanix, Inc.",NASDAQ,0.7,65.5294,,,,false
NTR,NYSE:NTR,Nutrien Ltd.,NYSE,4.74,13.8077,41.0171,lynch_peg,0.336632,true
NTRS,NASDAQ:NTRS,Northern Trust Corporation,NASDAQ,8.79,16.3211,9.91113,pe15,1.64674,false
NTST,NYSE:NTST,NETSTREIT Corp.,NYSE,0.0834,146.041,16.0046,lynch_peg,9.12493,false
NU,NYSE:NU,Nu Holdings Ltd.,NYSE,0.59,23.6154,63.7626,lynch_peg,0.370364,true
NUE,NYSE:NUE,Nucor Corporation,NYSE,7.53,21.6669,26.0113,lynch_peg,0.832983,true
NVAX,NASDAQ:NVAX,"Novavax, Inc.",NASDAQ,2.72,-5.21842,,,,false
NVDA,NASDAQ:NVDA,NVIDIA Corporation,NASDAQ,4.93,34.407,93.8719,lynch_peg,0.366532,true
NVGS,NYSE:NVGS,Navigator Holdings Ltd.,NYSE,1.49,9.53425,29.2545,lynch_peg,0.325907,true
NVMI,NASDAQ:NVMI,Nova Ltd.,NASDAQ,8.61,48.5171,38.1661,lynch_peg,1.27121,false
NVO,NYSE:NVO,Novo Nordisk A/S,NYSE,23.06,11.2395,20.6242,lynch_peg,0.544968,true
NVS,NYSE:NVS,Novartis AG,NYSE,7.25,22.7787,15.4162,lynch_peg,1.47758,false
NVST,NYSE:NVST,Envista Holdings Corp,NYSE,0.28,48,0.730005,pe15,65.753,false
NVT,NYSE:NVT,nVent Electric plc,NYSE,4.36,46.7859,22.3462,lynch_peg,2.09368,false
NWBI,NASDAQ:NWBI,"Northwest Bancshares, Inc.",NASDAQ,0.93,15.069,8.44718,pe15,1.78391,false
NWE,NASDAQ:NWE,Northwestern Energy Group Inc,NASDAQ,2.95,25.6971,-0.794277,pe15,-32.3529,false
NWG,NYSE:NWG,NatWest Group plc,NYSE,2.72,7.43789,15.9378,lynch_peg,0.466682,true
NWN,NYSE:NWN,Northwest Natural Holding Company,NYSE,2.77,16.5976,3.60921,pe15,4.59868,false
NWS,NASDAQ:NWS,News Corporation,NASDAQ,1.03,32.0728,12.9613,pe15,2.4745,false
NWSA,NASDAQ:NWSA,News Corporation,NASDAQ,1.03,32.0728,12.9613,pe15,2.4745,false
NXPI,NASDAQ:NXPI,NXP Semiconductors N.V.,NASDAQ,8,19.7502,111.284,lynch_peg,0.177476,true
NXST,NASDAQ:NXST,"Nexstar Media Group, Inc.",NASDAQ,3.04,33.367,-29.9785,pe15,-1.11303,false
NXT,NASDAQ:NXT,Nextpower Inc.,NASDAQ,3.96,26.2613,4.15942,pe15,6.3137,false
NYT,NYSE:NYT,The New York Times Company,NYSE,2.11,26.8058,28.5956,lynch_peg,0.937408,true
O,NYSE:O,Realty Income Corporation,NYSE,1.17,45.9635,0.345431,pe15,133.061,false
OBDC,NYSE:OBDC,Blue Owl Capital Corporation,NYSE,1.24,21.0625,4.39611,pe15,4.79116,false
OBE,AMEX:OBE,Obsidian Energy Ltd.,AMEX,0.37,51.417,-46.0267,pe15,-1.11711,false
OCFC,NASDAQ:OCFC,OceanFirst Financial Corp.,NASDAQ,1.17,23.2027,2.78202,pe15,8.34026,false
OCSL,NASDAQ:OCSL,Oaktree Specialty Lending Corporation,NASDAQ,0.39,26.9382,-14.02,pe15,-1.92141,false
OCTV,NASDAQ:OCTV,Octave Intelligence plc,NASDAQ,0.92,-2.82548,,,,false
ODD,NASDAQ:ODD,Oddity Tech Ltd.,NASDAQ,1.95,14.8502,100.488,lynch_peg,0.147782,true
ODFL,NASDAQ:ODFL,"Old Dominion Freight Line, Inc.",NASDAQ,4.85,41.0538,11.1412,pe15,3.68486,false
OFG,NYSE:OFG,OFG Bancorp,NYSE,4.53,10.6663,27.969,lynch_peg,0.381362,true
OGC,NYSE:OGC,OceanaGold Corporation,NYSE,2.72,7.5039,,,,false
OGE,NYSE:OGE,OGE Energy Corp.,NYSE,2.33,20.6397,1.19274,pe15,17.3044,false
OGS,NYSE:OGS,"ONE Gas, Inc.",NYSE,4.39,17.3466,3.47908,pe15,4.98596,false
OHI,NYSE:OHI,"Omega Healthcare Investors, Inc.",NYSE,2.02,16,23.6092,lynch_peg,0.677703,true
OII,NYSE:OII,"Oceaneering International, Inc.",NYSE,3.49,15.1063,137.657,lynch_peg,0.109739,true
OKE,NYSE:OKE,"ONEOK, Inc.",NYSE,5.43,16.148,30.7682,lynch_peg,0.524827,true
OKTA,NASDAQ:OKTA,"Okta, Inc.",NASDAQ,1.34,106.446,,,,false
OLED,NASDAQ:OLED,Universal Display Corporation,NASDAQ,5.09,21.5918,12.6969,pe15,1.70056,false
OLLI,NASDAQ:OLLI,"Ollie's Bargain Outlet Holdings, Inc.",NASDAQ,3.92,18.8152,0.890659,pe15,21.125,false
OMCL,NASDAQ:OMCL,"Omnicell, Inc.",NASDAQ,0.0446,43.6542,-43.2842,pe15,-1.00855,false
OMF,NYSE:OMF,"OneMain Holdings, Inc.",NYSE,6.59,9.86937,3.98656,pe15,2.47566,true
ON,NASDAQ:ON,ON Semiconductor Corporation,NASDAQ,0.29,52.0759,-12.6416,pe15,-4.11941,false
ONB,NASDAQ:ONB,Old National Bancorp,NASDAQ,1.8,11.9605,5.6113,pe15,2.13151,true
ONC,NASDAQ:ONC,BeOne Medicines AG,NASDAQ,33.8,28.5519,,,,false
ONON,NYSE:ONON,On Holding AG,NYSE,0.59,21.8147,48.5456,lynch_peg,0.449366,true
ONTO,NYSE:ONTO,Onto Innovation Inc.,NYSE,2.78,124.829,28.071,lynch_peg,4.44691,false
OOMA,NYSE:OOMA,"Ooma, Inc.",NYSE,0.23,62.2498,,,,false
OPCH,NASDAQ:OPCH,"Option Care Health, Inc.",NASDAQ,1.28,18.109,13.1824,pe15,1.37373,false
OPFI,NYSE:OPFI,OppFi Inc.,NYSE,0.99,2.16024,-30.1877,pe15,-0.0715603,true
OPRA,NASDAQ:OPRA,Opera Limited,NASDAQ,1.21,15.5957,-4.20589,pe15,-3.70807,false
OPRT,NASDAQ:OPRT,Oportun Financial Corporation,NASDAQ,0.53,19.275,2.38893,pe15,8.06846,false
OR,NYSE:OR,OR Royalties Inc.,NYSE,1.12,21.7324,62.1226,lynch_peg,0.34983,true
ORA,NYSE:ORA,"Ormat Technologies, Inc.",NYSE,2.04,55.3269,4.20881,pe15,13.1455,false
ORC,NYSE:ORC,"Orchid Island Capital, Inc.",NYSE,1.24,4.48986,50.6123,lynch_peg,0.088711,true
ORCL,NYSE:ORCL,Oracle Corporation,NYSE,5.94,25.8241,4.92861,pe15,5.23963,false
ORI,NYSE:ORI,Old Republic International Corporation,NYSE,3.84,9.1453,15.4776,lynch_peg,0.590871,true
ORLY,NASDAQ:ORLY,"O'Reilly Automotive, Inc.",NASDAQ,2.98,28.8344,13.493,pe15,2.13699,false
ORN,NYSE:ORN,"Orion Group Holdings, Inc.",NYSE,0.0628,105.585,-37.7159,pe15,-2.79948,false
OSBC,NASDAQ:OSBC,"Old Second Bancorp, Inc.",NASDAQ,1.64,14.5319,11.7746,pe15,1.23417,true
OSIS,NASDAQ:OSIS,"OSI Systems, Inc.",NASDAQ,8.91,25.4316,16.567,lynch_peg,1.53508,false
